transaction_id,account_id,transaction_date,scheduled_payment,actual_payment_made,payment_variance,payment_status
TXN-00001024,ACC-0136,2024-03-31,4659.72,4659.72,0.0,Paid
TXN-00001025,ACC-0136,2024-04-30,4659.72,4659.72,0.0,Paid
TXN-00001026,ACC-0136,2024-05-31,4659.72,,,Paid
TXN-00001027,ACC-0136,2024-06-30,4659.72,4659.72,0.0,Paid
TXN-00001028,ACC-0136,2024-07-31,4659.72,4659.72,0.0,Paid
TXN-00001029,ACC-0136,2024-08-31,4659.72,4659.72,0.0,Paid
TXN-00001030,ACC-0136,2024-09-30,4659.72,4659.72,0.0,Paid
TXN-00001031,ACC-0136,2024-10-31,4659.72,4659.72,0.0,Paid
TXN-00001032,ACC-0136,2024-11-30,4659.72,4659.72,0.0,Paid
TXN-00001033,ACC-0136,2024-12-31,4659.72,4659.72,0.0,Paid
TXN-00001034,ACC-0137,2024-02-29,8378.5,8378.5,0.0,Paid
TXN-00001035,ACC-0137,2024-03-31,8378.5,8378.5,0.0,Paid
TXN-00001036,ACC-0137,2024-04-30,8378.5,8378.5,0.0,Paid
TXN-00001037,ACC-0137,2024-05-31,8378.5,8378.5,0.0,Paid
TXN-00001038,ACC-0137,2024-06-30,8378.5,8378.5,0.0,Paid
TXN-00001039,ACC-0137,2024-07-31,8378.5,8378.5,0.0,Paid
TXN-00001040,ACC-0137,2024-08-31,8378.5,0.0,-8378.5,
TXN-00001041,ACC-0137,2024-09-30,8378.5,0.0,-8378.5,Missed
TXN-00001042,ACC-0137,2024-10-31,8378.5,0.0,-8378.5,Missed
TXN-00001043,ACC-0137,2024-11-30,8378.5,0.0,-8378.5,Missed
TXN-00001044,ACC-0137,2024-12-31,8378.5,0.0,-8378.5,Missed
TXN-00001045,ACC-0138,2023-03-31,8214.11,8214.11,0.0,Paid
TXN-00001046,ACC-0138,2023-04-30,8214.11,8214.11,0.0,Paid
TXN-00001047,ACC-0138,2023-05-31,8214.11,8214.11,0.0,Paid
TXN-00001048,ACC-0138,2023-06-30,8214.11,8214.11,0.0,Paid
TXN-00001049,ACC-0138,2023-07-31,8214.11,8214.11,0.0,Paid
TXN-00001050,ACC-0138,2023-08-31,8214.11,0.0,-8214.11,Missed
TXN-00001051,ACC-0138,2023-09-30,8214.11,0.0,-8214.11,Missed
TXN-00001052,ACC-0138,2023-10-31,8214.11,0.0,-8214.11,Missed
TXN-00001053,ACC-0138,2023-11-30,8214.11,0.0,-8214.11,Missed
TXN-00001054,ACC-0139,2024-10-31,17703.67,17703.67,0.0,Paid
TXN-00001055,ACC-0139,2024-11-30,17703.67,17703.67,0.0,Paid
TXN-00001056,ACC-0139,2024-12-31,17703.67,17703.67,0.0,Paid
TXN-00001057,ACC-0140,2024-10-31,11919.0,11919.0,0.0,Paid
TXN-00001058,ACC-0140,2024-11-30,11919.0,11919.0,0.0,Paid
TXN-00001059,ACC-0140,2024-12-31,11919.0,11919.0,0.0,Paid
TXN-00001060,ACC-0141,2024-02-29,13407.33,13407.33,0.0,Paid
TXN-00001061,ACC-0141,2024-03-31,13407.33,13407.33,0.0,Paid
TXN-00001062,ACC-0141,2024-04-30,13407.33,13407.33,0.0,Paid
TXN-00001063,ACC-0141,2024-05-31,13407.33,13407.33,0.0,Paid
TXN-00001064,ACC-0141,2024-06-30,13407.33,13407.33,0.0,Paid
TXN-00001065,ACC-0141,2024-07-31,13407.33,13407.33,0.0,Paid
TXN-00001066,ACC-0141,2024-08-31,13407.33,13407.33,0.0,Paid
TXN-00001067,ACC-0141,2024-09-30,13407.33,13407.33,0.0,Paid
TXN-00001068,ACC-0141,2024-10-31,13407.33,13407.33,0.0,Paid
TXN-00001069,ACC-0142,2023-09-30,5933.33,5933.33,0.0,Paid
TXN-00001070,ACC-0142,2023-10-31,5933.33,5067.31,-866.02,Partial
TXN-00001071,ACC-0142,2023-11-30,5933.33,5933.33,0.0,Paid
TXN-00001072,ACC-0142,2023-12-31,5933.33,4991.34,-941.99,Partial
TXN-00001073,ACC-0142,2024-01-31,5933.33,5933.33,0.0,Paid
TXN-00001074,ACC-0142,2024-02-29,5933.33,4844.54,-1088.79,Partial
TXN-00001075,ACC-0142,2024-03-31,5933.33,5933.33,0.0,Paid
TXN-00001076,ACC-0142,2024-04-30,5933.33,5286.48,-646.85,Partial
TXN-00001077,ACC-0142,2024-05-31,5933.33,5933.33,0.0,Paid
TXN-00001078,ACC-0142,2024-06-30,5933.33,5933.33,0.0,Paid
TXN-00001079,ACC-0142,2024-07-31,5933.33,5042.73,-890.6,Partial
TXN-00001080,ACC-0142,2024-08-31,5933.33,5933.33,0.0,Paid
TXN-00001081,ACC-0142,2024-09-30,5933.33,5933.33,0.0,Paid
TXN-00001082,ACC-0142,2024-10-31,5933.33,5933.33,0.0,Paid
TXN-00001083,ACC-0142,2024-11-30,5933.33,4283.43,-1649.9,Partial
TXN-00001084,ACC-0142,2024-12-31,5933.33,5129.16,-804.17,Partial
TXN-00001085,ACC-0143,2023-04-30,4277.75,4277.75,0.0,Paid
TXN-00001086,ACC-0143,2023-05-31,4277.75,4277.75,0.0,Paid
TXN-00001087,ACC-0143,2023-06-30,4277.75,4277.75,0.0,Paid
TXN-00001088,ACC-0143,2023-07-31,4277.75,,,Paid
TXN-00001089,ACC-0143,2023-08-31,4277.75,4277.75,0.0,Paid
TXN-00001090,ACC-0143,2023-09-30,4277.75,4277.75,0.0,Paid
TXN-00001091,ACC-0143,2023-10-31,4277.75,4277.75,0.0,Paid
TXN-00001092,ACC-0143,2023-11-30,4277.75,4277.75,0.0,Paid
TXN-00001093,ACC-0143,2023-12-31,4277.75,4277.75,0.0,Paid
TXN-00001094,ACC-0143,2024-01-31,4277.75,4277.75,0.0,Paid
TXN-00001095,ACC-0143,2024-02-29,4277.75,4277.75,0.0,Paid
TXN-00001096,ACC-0143,2024-03-31,4277.75,4277.75,0.0,Paid
TXN-00001097,ACC-0144,2024-04-30,1421.33,1421.33,0.0,Paid
TXN-00001098,ACC-0144,2024-05-31,1421.33,1421.33,0.0,Paid
TXN-00001099,ACC-0144,2024-06-30,1421.33,1421.33,0.0,Paid
TXN-00001100,ACC-0144,2024-07-31,1421.33,1421.33,0.0,Paid
TXN-00001101,ACC-0144,2024-08-31,1421.33,1421.33,0.0,Paid
TXN-00001102,ACC-0144,2024-09-30,1421.33,,,Paid
TXN-00001103,ACC-0144,2024-10-31,1421.33,1421.33,0.0,Paid
TXN-00001104,ACC-0144,2024-11-30,1421.33,1421.33,0.0,Paid
TXN-00001105,ACC-0144,2024-12-31,1421.33,1421.33,0.0,Paid
TXN-00001106,ACC-0145,2024-02-29,25207.42,25207.42,0.0,Paid
TXN-00001107,ACC-0145,2024-03-31,25207.42,25207.42,0.0,Paid
TXN-00001108,ACC-0145,2024-04-30,25207.42,25207.42,0.0,Paid
TXN-00001109,ACC-0145,2024-05-31,25207.42,25207.42,0.0,
TXN-00001110,ACC-0145,2024-06-30,25207.42,25207.42,0.0,Paid
TXN-00001111,ACC-0145,2024-07-31,25207.42,25207.42,0.0,Paid
TXN-00001112,ACC-0146,2024-08-31,6482.29,,,Paid
TXN-00001113,ACC-0146,2024-09-30,6482.29,6482.29,0.0,Paid
TXN-00001114,ACC-0146,2024-10-31,6482.29,6482.29,0.0,Paid
TXN-00001115,ACC-0146,2024-11-30,6482.29,6482.29,0.0,Paid
TXN-00001116,ACC-0146,2024-12-31,6482.29,6482.29,0.0,Paid
TXN-00001117,ACC-0147,2024-04-30,2790.22,2790.22,0.0,Paid
TXN-00001118,ACC-0147,2024-05-31,2790.22,2790.22,0.0,Paid
TXN-00001119,ACC-0147,2024-06-30,2790.22,2258.62,-531.6,Partial
TXN-00001120,ACC-0147,2024-07-31,2790.22,2790.22,0.0,Paid
TXN-00001121,ACC-0147,2024-08-31,2790.22,2790.22,0.0,Paid
TXN-00001122,ACC-0147,2024-09-30,2790.22,2338.9,-451.32,Partial
TXN-00001123,ACC-0147,2024-10-31,2790.22,2606.16,-184.06,Partial
TXN-00001124,ACC-0147,2024-11-30,2790.22,2497.46,-292.76,Partial
TXN-00001125,ACC-0147,2024-12-31,2790.22,2287.54,-502.68,Partial
TXN-00001126,ACC-0148,2023-05-31,4276.58,4276.58,0.0,Paid
TXN-00001127,ACC-0148,2023-06-30,4276.58,4276.58,0.0,Paid
TXN-00001128,ACC-0148,2023-07-31,4276.58,4276.58,0.0,Paid
TXN-00001129,ACC-0148,2023-08-31,4276.58,4276.58,0.0,Paid
TXN-00001130,ACC-0148,2023-09-30,4276.58,4276.58,0.0,Paid
TXN-00001131,ACC-0148,2023-10-31,4276.58,4276.58,0.0,Paid
TXN-00001132,ACC-0148,2023-11-30,4276.58,0.0,-4276.58,Missed
TXN-00001133,ACC-0148,2023-12-31,4276.58,0.0,-4276.58,Missed
TXN-00001134,ACC-0148,2024-01-31,4276.58,0.0,-4276.58,Missed
TXN-00001135,ACC-0148,2024-02-29,4276.58,0.0,-4276.58,Missed
TXN-00001136,ACC-0148,2024-03-31,4276.58,0.0,-4276.58,Missed
TXN-00001137,ACC-0148,2024-04-30,4276.58,0.0,-4276.58,Missed
TXN-00001138,ACC-0149,2023-04-30,12170.67,12170.67,0.0,
TXN-00001139,ACC-0149,2023-05-31,12170.67,12170.67,0.0,Paid
TXN-00001140,ACC-0149,2023-06-30,12170.67,12170.67,0.0,Paid
TXN-00001141,ACC-0149,2023-07-31,12170.67,,,Paid
TXN-00001142,ACC-0149,2023-08-31,12170.67,12170.67,0.0,Paid
TXN-00001143,ACC-0149,2023-09-30,12170.67,12170.67,0.0,
TXN-00001144,ACC-0149,2023-10-31,12170.67,12170.67,0.0,Paid
TXN-00001145,ACC-0149,2023-11-30,12170.67,12170.67,0.0,Paid
TXN-00001146,ACC-0149,2023-12-31,12170.67,12170.67,0.0,Paid
TXN-00001147,ACC-0150,2024-08-31,6533.0,5962.23,-570.77,Partial
TXN-00001148,ACC-0150,2024-09-30,6533.0,6533.0,0.0,Paid
TXN-00001149,ACC-0150,2024-10-31,6533.0,6533.0,0.0,Paid
TXN-00001150,ACC-0150,2024-11-30,6533.0,6533.0,0.0,Paid
TXN-00001151,ACC-0150,2024-12-31,6533.0,5693.67,-839.33,Partial
TXN-00001152,ACC-0151,2023-05-31,4665.29,,,Partial
TXN-00001153,ACC-0151,2023-06-30,4665.29,4241.79,-423.5,Partial
TXN-00001154,ACC-0151,2023-07-31,4665.29,4665.29,0.0,Paid
TXN-00001155,ACC-0151,2023-08-31,4665.29,4430.98,-234.31,Partial
TXN-00001156,ACC-0151,2023-09-30,4665.29,4042.11,-623.18,Partial
TXN-00001157,ACC-0151,2023-10-31,4665.29,4023.96,-641.33,Partial
TXN-00001158,ACC-0151,2023-11-30,4665.29,3371.19,-1294.1,Partial
TXN-00001159,ACC-0151,2023-12-31,4665.29,4665.29,0.0,Paid
TXN-00001160,ACC-0151,2024-01-31,4665.29,4665.29,0.0,Paid
TXN-00001161,ACC-0151,2024-02-29,4665.29,3546.59,-1118.7,Partial
TXN-00001162,ACC-0151,2024-03-31,4665.29,4665.29,0.0,Paid
TXN-00001163,ACC-0151,2024-04-30,4665.29,4665.29,0.0,Paid
TXN-00001164,ACC-0152,2024-12-31,26556.83,26556.83,0.0,Paid
TXN-00001165,ACC-0153,2023-04-30,4932.44,4932.44,0.0,Paid
TXN-00001166,ACC-0153,2023-05-31,4932.44,4932.44,0.0,Paid
TXN-00001167,ACC-0153,2023-06-30,4932.44,4932.44,0.0,Paid
TXN-00001168,ACC-0153,2023-07-31,4932.44,4932.44,0.0,Paid
TXN-00001169,ACC-0153,2023-08-31,4932.44,4932.44,0.0,Paid
TXN-00001170,ACC-0153,2023-09-30,4932.44,4932.44,0.0,Paid
TXN-00001171,ACC-0153,2023-10-31,4932.44,4932.44,0.0,Paid
TXN-00001172,ACC-0153,2023-11-30,4932.44,4932.44,0.0,Paid
TXN-00001173,ACC-0153,2023-12-31,4932.44,4932.44,0.0,Paid
TXN-00001174,ACC-0154,2024-07-31,4254.08,4254.08,0.0,Paid
TXN-00001175,ACC-0154,2024-08-31,4254.08,4254.08,0.0,Paid
TXN-00001176,ACC-0154,2024-09-30,4254.08,4254.08,0.0,Paid
TXN-00001177,ACC-0154,2024-10-31,4254.08,4254.08,0.0,Paid
TXN-00001178,ACC-0154,2024-11-30,4254.08,4254.08,0.0,Paid
TXN-00001179,ACC-0154,2024-12-31,4254.08,4254.08,0.0,Paid
TXN-00001180,ACC-0156,2023-12-31,5270.0,5270.0,0.0,Paid
TXN-00001181,ACC-0156,2024-01-31,5270.0,,,Paid
TXN-00001182,ACC-0156,2024-02-29,5270.0,5270.0,0.0,Paid
TXN-00001183,ACC-0156,2024-03-31,5270.0,5270.0,0.0,Paid
TXN-00001184,ACC-0156,2024-04-30,5270.0,5270.0,0.0,Paid
TXN-00001185,ACC-0156,2024-05-31,5270.0,5270.0,0.0,Paid
TXN-00001186,ACC-0156,2024-06-30,5270.0,5270.0,0.0,Paid
TXN-00001187,ACC-0156,2024-07-31,5270.0,5270.0,0.0,Paid
TXN-00001188,ACC-0156,2024-08-31,5270.0,5270.0,0.0,Paid
TXN-00001189,ACC-0156,2024-09-30,5270.0,5270.0,0.0,Paid
TXN-00001190,ACC-0156,2024-10-31,5270.0,5270.0,0.0,Paid
TXN-00001191,ACC-0156,2024-11-30,5270.0,5270.0,0.0,Paid
TXN-00001192,ACC-0156,2024-12-31,5270.0,5270.0,0.0,Paid
TXN-00001193,ACC-0157,2023-03-31,8385.83,8385.83,0.0,Paid
TXN-00001194,ACC-0157,2023-04-30,8385.83,8385.83,0.0,Paid
TXN-00001195,ACC-0157,2023-05-31,8385.83,8385.83,0.0,Paid
TXN-00001196,ACC-0157,2023-06-30,8385.83,8385.83,0.0,Paid
TXN-00001197,ACC-0157,2023-07-31,8385.83,8385.83,0.0,Paid
TXN-00001198,ACC-0157,2023-08-31,8385.83,8385.83,0.0,Paid
TXN-00001199,ACC-0157,2023-09-30,8385.83,8385.83,0.0,Paid
TXN-00001200,ACC-0157,2023-10-31,8385.83,8385.83,0.0,Paid
TXN-00001201,ACC-0157,2023-11-30,8385.83,8385.83,0.0,Paid
TXN-00001202,ACC-0157,2023-12-31,8385.83,8385.83,0.0,Paid
TXN-00001203,ACC-0157,2024-01-31,8385.83,8385.83,0.0,Paid
TXN-00001204,ACC-0157,2024-02-29,8385.83,8385.83,0.0,Paid
TXN-00001205,ACC-0158,2024-11-30,9835.58,9835.58,0.0,Paid
TXN-00001206,ACC-0158,2024-12-31,9835.58,9835.58,0.0,Paid
TXN-00001207,ACC-0159,2023-06-30,6975.12,6975.12,0.0,Paid
TXN-00001208,ACC-0159,2023-07-31,6975.12,6975.12,0.0,Paid
TXN-00001209,ACC-0159,2023-08-31,6975.12,6975.12,0.0,Paid
TXN-00001210,ACC-0159,2023-09-30,6975.12,6975.12,0.0,Paid
TXN-00001211,ACC-0159,2023-10-31,6975.12,6975.12,0.0,Paid
TXN-00001212,ACC-0159,2023-11-30,6975.12,6975.12,0.0,Paid
TXN-00001213,ACC-0159,2023-12-31,6975.12,6975.12,0.0,Paid
TXN-00001214,ACC-0159,2024-01-31,6975.12,6975.12,0.0,Paid
TXN-00001215,ACC-0159,2024-02-29,6975.12,6975.12,0.0,Paid
TXN-00001216,ACC-0159,2024-03-31,6975.12,6975.12,0.0,Paid
TXN-00001217,ACC-0159,2024-04-30,6975.12,6975.12,0.0,Paid
TXN-00001218,ACC-0159,2024-05-31,6975.12,6975.12,0.0,Paid
TXN-00001219,ACC-0160,2024-02-29,7038.0,7038.0,0.0,Paid
TXN-00001220,ACC-0160,2024-03-31,7038.0,7038.0,0.0,
TXN-00001221,ACC-0160,2024-04-30,7038.0,7038.0,0.0,Paid
TXN-00001222,ACC-0160,2024-05-31,7038.0,7038.0,0.0,Paid
TXN-00001223,ACC-0160,2024-06-30,7038.0,7038.0,0.0,Paid
TXN-00001224,ACC-0160,2024-07-31,7038.0,7038.0,0.0,Paid
TXN-00001225,ACC-0160,2024-08-31,7038.0,7038.0,0.0,Paid
TXN-00001226,ACC-0160,2024-09-30,7038.0,7038.0,0.0,Paid
TXN-00001227,ACC-0160,2024-10-31,7038.0,7038.0,0.0,Paid
TXN-00001228,ACC-0160,2024-11-30,7038.0,7038.0,0.0,Paid
TXN-00001229,ACC-0160,2024-12-31,7038.0,7038.0,0.0,Paid
TXN-00001230,ACC-0162,2024-07-31,4556.83,4556.83,0.0,Paid
TXN-00001231,ACC-0162,2024-08-31,4556.83,4556.83,0.0,Paid
TXN-00001232,ACC-0162,2024-09-30,4556.83,4157.43,-399.4,Partial
TXN-00001233,ACC-0162,2024-10-31,4556.83,3254.98,-1301.85,Partial
TXN-00001234,ACC-0162,2024-11-30,4556.83,4102.25,-454.58,Partial
TXN-00001235,ACC-0162,2024-12-31,4556.83,4556.83,0.0,Paid
TXN-00001236,ACC-0163,2023-03-31,5728.12,5728.12,0.0,Paid
TXN-00001237,ACC-0163,2023-04-30,5728.12,5728.12,0.0,Paid
TXN-00001238,ACC-0163,2023-05-31,5728.12,5728.12,0.0,Paid
TXN-00001239,ACC-0163,2023-06-30,5728.12,5728.12,0.0,Paid
TXN-00001240,ACC-0163,2023-07-31,5728.12,5728.12,0.0,Paid
TXN-00001241,ACC-0163,2023-08-31,5728.12,5728.12,0.0,
TXN-00001242,ACC-0163,2023-09-30,5728.12,5728.12,0.0,Paid
TXN-00001243,ACC-0163,2023-10-31,5728.12,5728.12,0.0,Paid
TXN-00001244,ACC-0163,2023-11-30,5728.12,5728.12,0.0,Paid
TXN-00001245,ACC-0163,2023-12-31,5728.12,5728.12,0.0,Paid
TXN-00001246,ACC-0163,2024-01-31,5728.12,5728.12,0.0,Paid
TXN-00001247,ACC-0163,2024-02-29,5728.12,5728.12,0.0,Paid
TXN-00001248,ACC-0164,2024-09-30,9651.33,9651.33,0.0,Paid
TXN-00001249,ACC-0164,2024-10-31,9651.33,9651.33,0.0,Paid
TXN-00001250,ACC-0164,2024-11-30,9651.33,9651.33,0.0,Paid
TXN-00001251,ACC-0164,2024-12-31,9651.33,9651.33,0.0,Paid
TXN-00001252,ACC-0165,2023-05-31,20020.0,20020.0,0.0,Paid
TXN-00001253,ACC-0165,2023-06-30,20020.0,20020.0,0.0,Paid
TXN-00001254,ACC-0165,2023-07-31,20020.0,20020.0,0.0,Paid
TXN-00001255,ACC-0165,2023-08-31,20020.0,,,Partial
TXN-00001256,ACC-0165,2023-09-30,20020.0,14790.84,-5229.16,Partial
TXN-00001257,ACC-0165,2023-10-31,20020.0,17690.78,-2329.22,Partial
TXN-00001258,ACC-0166,2024-08-31,7561.75,7561.75,0.0,Paid
TXN-00001259,ACC-0166,2024-09-30,7561.75,7561.75,0.0,
TXN-00001260,ACC-0166,2024-10-31,7561.75,7561.75,0.0,Paid
TXN-00001261,ACC-0166,2024-11-30,7561.75,7561.75,0.0,Paid
TXN-00001262,ACC-0166,2024-12-31,7561.75,7561.75,0.0,Paid
TXN-00001263,ACC-0167,2024-04-30,12307.58,12307.58,0.0,Paid
TXN-00001264,ACC-0167,2024-05-31,12307.58,12307.58,0.0,Paid
TXN-00001265,ACC-0167,2024-06-30,12307.58,12307.58,0.0,Paid
TXN-00001266,ACC-0167,2024-07-31,12307.58,12307.58,0.0,Paid
TXN-00001267,ACC-0167,2024-08-31,12307.58,12307.58,0.0,Paid
TXN-00001268,ACC-0167,2024-09-30,12307.58,12307.58,0.0,Paid
TXN-00001269,ACC-0168,2023-08-31,5553.33,4872.46,-680.87,Partial
TXN-00001270,ACC-0168,2023-09-30,5553.33,4127.69,-1425.64,Partial
TXN-00001271,ACC-0168,2023-10-31,5553.33,5553.33,0.0,Paid
TXN-00001272,ACC-0168,2023-11-30,5553.33,5553.33,0.0,Paid
TXN-00001273,ACC-0168,2023-12-31,5553.33,5553.33,0.0,Paid
TXN-00001274,ACC-0168,2024-01-31,5553.33,4523.97,-1029.36,Partial
TXN-00001275,ACC-0168,2024-02-29,5553.33,5553.33,0.0,Paid
TXN-00001276,ACC-0168,2024-03-31,5553.33,4770.88,-782.45,Partial
TXN-00001277,ACC-0168,2024-04-30,5553.33,5553.33,0.0,Paid
TXN-00001278,ACC-0169,2023-12-31,13661.0,13661.0,0.0,Paid
TXN-00001279,ACC-0169,2024-01-31,13661.0,13661.0,0.0,Paid
TXN-00001280,ACC-0169,2024-02-29,13661.0,13661.0,0.0,Paid
TXN-00001281,ACC-0169,2024-03-31,13661.0,13661.0,0.0,Paid
TXN-00001282,ACC-0169,2024-04-30,13661.0,13661.0,0.0,Paid
TXN-00001283,ACC-0169,2024-05-31,13661.0,13661.0,0.0,Paid
TXN-00001284,ACC-0170,2023-04-30,5346.0,5346.0,0.0,Paid
TXN-00001285,ACC-0170,2023-05-31,5346.0,5346.0,0.0,Paid
TXN-00001286,ACC-0170,2023-06-30,5346.0,5346.0,0.0,Paid
TXN-00001287,ACC-0170,2023-07-31,5346.0,5346.0,0.0,Paid
TXN-00001288,ACC-0170,2023-08-31,5346.0,5346.0,0.0,Paid
TXN-00001289,ACC-0170,2023-09-30,5346.0,5346.0,0.0,Paid
TXN-00001290,ACC-0170,2023-10-31,5346.0,5346.0,0.0,
TXN-00001291,ACC-0170,2023-11-30,5346.0,5346.0,0.0,Paid
TXN-00001292,ACC-0170,2023-12-31,5346.0,5346.0,0.0,Paid
TXN-00001293,ACC-0170,2024-01-31,5346.0,5346.0,0.0,Paid
TXN-00001294,ACC-0170,2024-02-29,5346.0,5346.0,0.0,Paid
TXN-00001295,ACC-0170,2024-03-31,5346.0,5346.0,0.0,Paid
TXN-00001296,ACC-0172,2023-07-31,20951.25,20951.25,0.0,Paid
TXN-00001297,ACC-0172,2023-08-31,20951.25,20951.25,0.0,Paid
TXN-00001298,ACC-0172,2023-09-30,20951.25,20951.25,0.0,Paid
TXN-00001299,ACC-0172,2023-10-31,20951.25,20951.25,0.0,Paid
TXN-00001300,ACC-0172,2023-11-30,20951.25,0.0,-20951.25,Missed
TXN-00001301,ACC-0172,2023-12-31,20951.25,0.0,-20951.25,Missed
TXN-00001302,ACC-0172,2024-01-31,20951.25,0.0,-20951.25,Missed
TXN-00001303,ACC-0172,2024-02-29,20951.25,0.0,-20951.25,Missed
TXN-00001304,ACC-0172,2024-03-31,20951.25,0.0,-20951.25,Missed
TXN-00001305,ACC-0172,2024-04-30,20951.25,0.0,-20951.25,Missed
TXN-00001306,ACC-0172,2024-05-31,20951.25,0.0,-20951.25,Missed
TXN-00001307,ACC-0172,2024-06-30,20951.25,0.0,-20951.25,Missed
TXN-00001308,ACC-0173,2023-09-30,4154.67,4154.67,0.0,Paid
TXN-00001309,ACC-0173,2023-10-31,4154.67,4154.67,0.0,Paid
TXN-00001310,ACC-0173,2023-11-30,4154.67,4154.67,0.0,Paid
TXN-00001311,ACC-0173,2023-12-31,4154.67,4154.67,0.0,Paid
TXN-00001312,ACC-0173,2024-01-31,4154.67,4154.67,0.0,Paid
TXN-00001313,ACC-0173,2024-02-29,4154.67,4154.67,0.0,Paid
TXN-00001314,ACC-0173,2024-03-31,4154.67,4154.67,0.0,Paid
TXN-00001315,ACC-0173,2024-04-30,4154.67,4154.67,0.0,Paid
TXN-00001316,ACC-0173,2024-05-31,4154.67,4154.67,0.0,
TXN-00001317,ACC-0173,2024-06-30,4154.67,4154.67,0.0,Paid
TXN-00001318,ACC-0173,2024-07-31,4154.67,4154.67,0.0,Paid
TXN-00001319,ACC-0173,2024-08-31,4154.67,4154.67,0.0,Paid
TXN-00001320,ACC-0174,2024-02-29,7222.21,7222.21,0.0,Paid
TXN-00001321,ACC-0174,2024-03-31,7222.21,7222.21,0.0,Paid
TXN-00001322,ACC-0174,2024-04-30,7222.21,7222.21,0.0,Paid
TXN-00001323,ACC-0174,2024-05-31,7222.21,7222.21,0.0,Paid
TXN-00001324,ACC-0174,2024-06-30,7222.21,7222.21,0.0,Paid
TXN-00001325,ACC-0174,2024-07-31,7222.21,7222.21,0.0,Paid
TXN-00001326,ACC-0174,2024-08-31,7222.21,7222.21,0.0,Paid
TXN-00001327,ACC-0174,2024-09-30,7222.21,7222.21,0.0,Paid
TXN-00001328,ACC-0174,2024-10-31,7222.21,7222.21,0.0,Paid
TXN-00001329,ACC-0174,2024-11-30,7222.21,7222.21,0.0,Paid
TXN-00001330,ACC-0174,2024-12-31,7222.21,7222.21,0.0,Paid
TXN-00001331,ACC-0175,2024-06-30,12727.0,12727.0,0.0,Paid
TXN-00001332,ACC-0175,2024-07-31,12727.0,12727.0,0.0,Paid
TXN-00001333,ACC-0175,2024-08-31,12727.0,12727.0,0.0,Paid
TXN-00001334,ACC-0175,2024-09-30,12727.0,12727.0,0.0,Paid
TXN-00001335,ACC-0175,2024-10-31,12727.0,0.0,-12727.0,Missed
TXN-00001336,ACC-0175,2024-11-30,12727.0,0.0,-12727.0,Missed
TXN-00001337,ACC-0175,2024-12-31,12727.0,0.0,-12727.0,Missed
TXN-00001338,ACC-0176,2024-02-29,5780.67,5780.67,0.0,Paid
TXN-00001339,ACC-0176,2024-03-31,5780.67,5780.67,0.0,Paid
TXN-00001340,ACC-0176,2024-04-30,5780.67,5780.67,0.0,Paid
TXN-00001341,ACC-0176,2024-05-31,5780.67,5780.67,0.0,Paid
TXN-00001342,ACC-0176,2024-06-30,5780.67,5780.67,0.0,Paid
TXN-00001343,ACC-0176,2024-07-31,5780.67,5780.67,0.0,Paid
TXN-00001344,ACC-0176,2024-08-31,5780.67,5780.67,0.0,Paid
TXN-00001345,ACC-0176,2024-09-30,5780.67,5780.67,0.0,Paid
TXN-00001346,ACC-0176,2024-10-31,5780.67,5780.67,0.0,Paid
TXN-00001347,ACC-0176,2024-11-30,5780.67,5780.67,0.0,Paid
TXN-00001348,ACC-0176,2024-12-31,5780.67,5780.67,0.0,Paid
TXN-00001349,ACC-0177,2024-02-29,21873.42,21873.42,0.0,Paid
TXN-00001350,ACC-0177,2024-03-31,21873.42,21873.42,0.0,Paid
TXN-00001351,ACC-0177,2024-04-30,21873.42,21873.42,0.0,Paid
TXN-00001352,ACC-0177,2024-05-31,21873.42,21873.42,0.0,Paid
TXN-00001353,ACC-0177,2024-06-30,21873.42,21873.42,0.0,Paid
TXN-00001354,ACC-0177,2024-07-31,21873.42,21873.42,0.0,Paid
TXN-00001355,ACC-0177,2024-08-31,21873.42,21873.42,0.0,Paid
TXN-00001356,ACC-0177,2024-09-30,21873.42,21873.42,0.0,Paid
TXN-00001357,ACC-0177,2024-10-31,21873.42,21873.42,0.0,Paid
TXN-00001358,ACC-0177,2024-11-30,21873.42,21873.42,0.0,Paid
TXN-00001359,ACC-0177,2024-12-31,21873.42,21873.42,0.0,Paid
TXN-00001360,ACC-0178,2024-04-30,6655.22,6655.22,0.0,Paid
TXN-00001361,ACC-0178,2024-05-31,6655.22,6655.22,0.0,Paid
TXN-00001362,ACC-0178,2024-06-30,6655.22,6655.22,0.0,Paid
TXN-00001363,ACC-0178,2024-07-31,6655.22,6655.22,0.0,Paid
TXN-00001364,ACC-0178,2024-08-31,6655.22,6655.22,0.0,Paid
TXN-00001365,ACC-0178,2024-09-30,6655.22,6655.22,0.0,Paid
TXN-00001366,ACC-0178,2024-10-31,6655.22,6655.22,0.0,Paid
TXN-00001367,ACC-0178,2024-11-30,6655.22,6655.22,0.0,Paid
TXN-00001368,ACC-0178,2024-12-31,6655.22,6655.22,0.0,Paid
TXN-00001369,ACC-0179,2024-10-31,7341.46,7341.46,0.0,Paid
TXN-00001370,ACC-0179,2024-11-30,7341.46,7341.46,0.0,Paid
TXN-00001371,ACC-0179,2024-12-31,7341.46,7341.46,0.0,Paid
TXN-00001372,ACC-0180,2023-11-30,5459.11,5459.11,0.0,Paid
